Epoch	Train Loss	Test Loss
1	0.16828192937393466	0.03640311157537831
2	0.03203202046260431	0.02847501060201062
3	0.028913419064763305	0.02700181392331918
4	0.027996221085550724	0.026368584670126437
5	0.027609223100755895	0.026071127504110336
6	0.02738155795914399	0.025975299626588823
7	0.027236768334813706	0.025843539295925033
8	0.027168114851047465	0.025733679284652075
9	0.027091180990365418	0.02562134899199009
10	0.027038268817516118	0.025742893893685607
11	0.027016445619429088	0.02555136363953352
12	0.026997684561587	0.025578060518536304
13	0.026962961783850346	0.02556850639068418
14	0.02694081673519565	0.02551223389390442
15	0.026947548020292412	0.025541319573918978
16	0.026920532940753868	0.025524301185376113
17	0.026913252514000837	0.02542431733260552
18	0.026897645095822872	0.025499883335497645
19	0.02690825362193894	0.025371809924642243
20	0.026899016740453707	0.025484513325823677
21	0.026892202325745837	0.025402166901363266
22	0.026885957928834022	0.02550582776053084
23	0.026900292337908374	0.02536222752597597
24	0.02687923912587878	0.02536960935427083
25	0.026866041135962134	0.025413938984274864
26	0.026874955465363993	0.025425659140778913
27	0.026879498747165328	0.025399167835712434
28	0.026864092676089954	0.02542018379188246
29	0.026878552414573632	0.025407739935649765
30	0.026866083069668187	0.02549739366190301
31	0.026878898237626275	0.025401654570466944
32	0.02685911099535304	0.025437105571230252
